1492020335.263904,0
1492020335.365800,0
1492020335.467454,0
1492020335.570808,0
1492020335.672732,0
1492020335.774402,0
1492020335.876015,0
1492020335.977619,0
1492020336.079208,0
1492020336.180919,0
1492020336.282693,0
1492020336.384416,14
1492020336.486128,21
1492020336.588098,26
1492020336.690028,34
1492020336.791821,40
1492020336.893685,48
1492020336.995611,53
1492020337.097437,60
1492020337.199621,66
1492020337.301799,75
1492020337.403470,80
1492020337.505084,87
1492020337.607038,94
1492020337.708752,99
1492020337.810399,99
1492020337.912442,99
1492020338.014096,99
1492020338.116229,99
1492020338.218161,99
1492020338.320152,99
1492020338.422103,99
1492020338.524074,99
1492020338.626129,99
1492020338.728116,99
1492020338.829957,98
1492020338.931653,99
1492020339.033408,99
1492020339.135452,99
1492020339.237883,99
1492020339.340251,98
1492020339.442530,98
1492020339.544750,99
1492020339.646903,99
1492020339.748951,99
1492020339.850919,99
1492020339.953075,99
1492020340.055033,98
1492020340.157391,98
1492020340.259713,99
1492020340.361707,98
1492020340.463575,98
1492020340.565414,99
1492020340.667240,98
1492020340.769033,96
1492020340.870774,95
1492020340.972584,95
1492020341.074239,94
1492020341.175899,93
1492020341.277819,93
1492020341.379657,99
1492020341.482502,99
1492020341.584270,99
1492020341.686123,99
1492020341.788132,99
1492020341.889852,99
1492020341.991627,99
1492020342.093764,99
1492020342.195955,98
1492020342.298077,99
1492020342.399961,98
1492020342.501826,100
1492020342.603702,99
1492020342.705939,99
1492020342.808170,99
1492020342.910344,99
1492020343.012522,99
1492020343.114693,98
1492020343.216611,97
1492020343.318488,97
1492020343.421415,97
1492020343.523429,97
1492020343.625682,99
1492020343.727697,98
1492020343.829799,99
1492020343.931707,99
1492020344.033765,99
1492020344.135519,99
1492020344.237469,99
1492020344.339111,98
1492020344.440924,99
1492020344.542696,98
1492020344.644495,98
1492020344.746223,100
1492020344.847885,96
1492020344.949425,99
1492020345.051145,99
1492020345.153237,100
1492020345.255194,97
1492020345.357319,100
1492020345.459090,99
1492020345.560959,99
1492020345.663139,98
1492020345.765468,99
1492020345.867695,100
1492020345.969848,99
1492020346.072066,99
1492020346.174286,98
1492020346.276453,99
1492020346.378522,99
1492020346.480592,99
1492020346.582880,99
1492020346.685119,98
1492020346.787325,99
1492020346.889721,98
1492020346.992082,99
1492020347.094209,99
1492020347.196494,99
1492020347.298620,99
1492020347.400912,98
1492020347.503011,98
1492020347.604779,98
1492020347.707050,97
1492020347.810036,95
1492020347.912297,89
1492020348.014312,82
1492020348.116441,77
1492020348.218624,78
1492020348.320841,83
1492020348.423028,88
1492020348.525224,95
1492020348.627538,96
1492020348.729818,96
1492020348.832075,96
1492020348.934151,94
1492020349.036499,94
1492020349.138831,94
1492020349.241079,94
1492020349.343279,94
1492020349.445436,87
1492020349.547653,81
1492020349.649814,75
1492020349.751925,69
1492020349.853967,63
1492020349.956224,56
1492020350.058464,52
1492020350.160735,52
1492020350.264133,52
1492020350.368088,54
1492020350.470266,54
1492020350.572494,54
1492020350.674673,54
1492020350.776891,54
1492020350.879091,54
1492020350.981355,55
1492020351.083535,55
1492020351.185465,55
1492020351.287624,55
1492020351.389728,54
1492020351.491784,54
1492020351.593401,55
1492020351.695027,56
1492020351.796779,55
1492020351.898484,55
1492020352.000362,54
1492020352.102331,55
1492020352.204462,55
1492020352.306565,54
1492020352.408595,55
1492020352.510642,54
1492020352.612664,57
1492020352.714394,55
1492020352.816970,55
1492020352.918643,56
1492020353.020279,55
1492020353.121934,55
1492020353.224144,55
1492020353.326053,54
1492020353.427864,54
1492020353.529749,54
1492020353.631848,54
1492020353.733423,54
1492020353.835318,54
1492020353.937276,55
1492020354.039177,53
1492020354.140794,56
1492020354.242391,56
1492020354.344132,56
1492020354.445671,56
1492020354.547498,56
1492020354.649086,55
1492020354.750772,56
1492020354.852800,55
1492020354.954615,55
1492020355.056720,55
1492020355.158714,55
1492020355.260675,55
1492020355.362801,55
1492020355.464898,55
1492020355.566621,55
1492020355.668468,56
1492020355.770190,56
1492020355.872109,56
1492020355.974109,57
1492020356.076499,56
1492020356.178703,56
1492020356.280658,56
1492020356.382799,54
1492020356.485215,54
1492020356.587147,54
1492020356.688939,54
