0.000471245 192.168.56.101:22 192.168.56.1:49683 32 0xe5bd3d52 0xe5bd3d2e 10 2147483647 130976 1 34816
0.014729332 127.0.0.1:6653 127.0.0.1:56996 124 0x7e1a5fc8 0x7e1a5fc8 10 2147483647 44032 2 45056
0.020185432 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430d38 0x2d430cdc 10 2147483647 45056 1 44032
0.020203502 127.0.0.1:6653 127.0.0.1:56996 32 0x7e1a6018 0x7e1a5fc8 10 2147483647 44032 2 45056
0.020522177 127.0.0.1:6653 127.0.0.1:56996 124 0x7e1a6018 0x7e1a6018 10 2147483647 44032 2 45056
0.020794491 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430d94 0x2d430d38 10 2147483647 45056 1 44032
0.021014628 127.0.0.1:6653 127.0.0.1:56996 116 0x7e1a6068 0x7e1a6018 10 2147483647 44032 2 45056
0.021490791 127.0.0.1:6653 127.0.0.1:56996 116 0x7e1a6068 0x7e1a6068 10 2147483647 44032 1 45056
0.021820099 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430e3c 0x2d430d94 10 2147483647 45056 1 44032
0.022162819 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430e3c 0x2d430e3c 10 2147483647 45056 1 44032
0.022193026 127.0.0.1:6653 127.0.0.1:56996 32 0x7e1a6108 0x7e1a6068 10 2147483647 44032 1 45056
0.022220739 10.0.0.2:5001 10.0.0.1:55319 32 0x588a567a 0x588a567a 10 2147483647 29696 1 28960
0.023266804 127.0.0.1:6653 127.0.0.1:56996 116 0x7e1a6108 0x7e1a6108 10 2147483647 44032 1 45056
0.024782868 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430e90 0x2d430e3c 10 2147483647 45056 1 44032
0.026687548 127.0.0.1:6653 127.0.0.1:56996 124 0x7e1a6158 0x7e1a6108 10 2147483647 44032 1 45056
0.027115185 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430eec 0x2d430e90 10 2147483647 45056 1 44032
0.027574176 127.0.0.1:6653 127.0.0.1:56996 124 0x7e1a61a8 0x7e1a6158 10 2147483647 44032 1 45056
0.027882705 127.0.0.1:56996 127.0.0.1:6653 112 0x2d430f48 0x2d430eec 10 2147483647 45056 1 44032
0.028871816 10.0.0.2:5001 10.0.0.1:55320 56 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 28960
0.028889216 10.0.0.2:5001 10.0.0.1:55320 13064 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 29184
0.029020152 10.0.0.1:55320 10.0.0.2:5001 32 0x41f3ccab 0x41f399ab 10 2147483647 28960 1 29696
0.029032937 10.0.0.1:55320 10.0.0.2:5001 32 0x41f3ccab 0x41f399c3 11 2147483647 29184 1 29696
0.067857174 127.0.0.1:6653 127.0.0.1:56996 32 0x7e1a61f8 0x7e1a61a8 10 2147483647 44032 1 45056
0.093388885 10.0.0.2:5001 10.0.0.1:55320 14512 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 55296
0.093447273 10.0.0.1:55320 10.0.0.2:5001 32 0x41f44373 0x41f3ccab 20 2147483647 55296 1 29696
0.179318386 10.0.0.2:5001 10.0.0.1:55320 14512 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 84480
0.179366294 10.0.0.1:55320 10.0.0.2:5001 32 0x41f4b493 0x41f4053b 30 2147483647 84480 2 29696
0.255651255 10.0.0.2:5001 10.0.0.1:55320 1480 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 113152
0.255808836 10.0.0.1:55320 10.0.0.2:5001 32 0x41f525b3 0x41f43dcb 40 2147483647 113152 7 29696
0.263657008 10.0.0.2:5001 10.0.0.1:55320 13064 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 116224
0.263809674 10.0.0.1:55320 10.0.0.2:5001 32 0x41f52b5b 0x41f44373 41 2147483647 116224 13 29696
0.335587059 10.0.0.2:5001 10.0.0.1:55320 14512 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 142336
0.335644495 10.0.0.1:55320 10.0.0.2:5001 32 0x41f5912b 0x41f4765b 50 2147483647 142336 16 29696
0.416663737 10.0.0.2:5001 10.0.0.1:55320 1480 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 171008
0.416780307 10.0.0.1:55320 10.0.0.2:5001 32 0x41f6024b 0x41f4aeeb 60 2147483647 171008 22 29696
0.424382424 10.0.0.2:5001 10.0.0.1:55320 13064 0xf007a2a5 0xf007a2a5 10 2147483647 29696 1 174080
0.424432898 10.0.0.1:55320 10.0.0.2:5001 32 0x41f60d9b 0x41f4b493 61 2147483647 174080 29 29696
