PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=43 ttl=64 time=721 ms
64 bytes from 10.0.0.2: icmp_seq=44 ttl=64 time=720 ms
64 bytes from 10.0.0.2: icmp_seq=45 ttl=64 time=714 ms
64 bytes from 10.0.0.2: icmp_seq=46 ttl=64 time=710 ms
64 bytes from 10.0.0.2: icmp_seq=47 ttl=64 time=707 ms
64 bytes from 10.0.0.2: icmp_seq=48 ttl=64 time=712 ms
64 bytes from 10.0.0.2: icmp_seq=49 ttl=64 time=708 ms
64 bytes from 10.0.0.2: icmp_seq=50 ttl=64 time=728 ms
64 bytes from 10.0.0.2: icmp_seq=51 ttl=64 time=758 ms
64 bytes from 10.0.0.2: icmp_seq=52 ttl=64 time=755 ms
64 bytes from 10.0.0.2: icmp_seq=53 ttl=64 time=768 ms
64 bytes from 10.0.0.2: icmp_seq=54 ttl=64 time=758 ms
64 bytes from 10.0.0.2: icmp_seq=56 ttl=64 time=767 ms
64 bytes from 10.0.0.2: icmp_seq=57 ttl=64 time=756 ms
64 bytes from 10.0.0.2: icmp_seq=58 ttl=64 time=760 ms
64 bytes from 10.0.0.2: icmp_seq=59 ttl=64 time=749 ms
64 bytes from 10.0.0.2: icmp_seq=60 ttl=64 time=754 ms
64 bytes from 10.0.0.2: icmp_seq=61 ttl=64 time=751 ms
64 bytes from 10.0.0.2: icmp_seq=62 ttl=64 time=764 ms
64 bytes from 10.0.0.2: icmp_seq=63 ttl=64 time=761 ms
64 bytes from 10.0.0.2: icmp_seq=64 ttl=64 time=758 ms
64 bytes from 10.0.0.2: icmp_seq=65 ttl=64 time=771 ms
64 bytes from 10.0.0.2: icmp_seq=66 ttl=64 time=809 ms
64 bytes from 10.0.0.2: icmp_seq=67 ttl=64 time=887 ms
64 bytes from 10.0.0.2: icmp_seq=68 ttl=64 time=996 ms
64 bytes from 10.0.0.2: icmp_seq=69 ttl=64 time=1002 ms
64 bytes from 10.0.0.2: icmp_seq=70 ttl=64 time=998 ms
64 bytes from 10.0.0.2: icmp_seq=71 ttl=64 time=1003 ms
64 bytes from 10.0.0.2: icmp_seq=72 ttl=64 time=1016 ms
64 bytes from 10.0.0.2: icmp_seq=73 ttl=64 time=997 ms
64 bytes from 10.0.0.2: icmp_seq=74 ttl=64 time=948 ms
64 bytes from 10.0.0.2: icmp_seq=75 ttl=64 time=912 ms
64 bytes from 10.0.0.2: icmp_seq=76 ttl=64 time=893 ms
64 bytes from 10.0.0.2: icmp_seq=77 ttl=64 time=849 ms
64 bytes from 10.0.0.2: icmp_seq=78 ttl=64 time=829 ms
64 bytes from 10.0.0.2: icmp_seq=79 ttl=64 time=818 ms
64 bytes from 10.0.0.2: icmp_seq=80 ttl=64 time=823 ms
64 bytes from 10.0.0.2: icmp_seq=81 ttl=64 time=822 ms
64 bytes from 10.0.0.2: icmp_seq=82 ttl=64 time=818 ms
64 bytes from 10.0.0.2: icmp_seq=83 ttl=64 time=815 ms
64 bytes from 10.0.0.2: icmp_seq=84 ttl=64 time=795 ms
64 bytes from 10.0.0.2: icmp_seq=85 ttl=64 time=776 ms
64 bytes from 10.0.0.2: icmp_seq=87 ttl=64 time=753 ms
64 bytes from 10.0.0.2: icmp_seq=88 ttl=64 time=831 ms
64 bytes from 10.0.0.2: icmp_seq=89 ttl=64 time=909 ms
64 bytes from 10.0.0.2: icmp_seq=90 ttl=64 time=963 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=960 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=962 ms
64 bytes from 10.0.0.2: icmp_seq=93 ttl=64 time=959 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=929 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=871 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=819 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=791 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=778 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=775 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=873 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=870 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=868 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=882 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=855 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=852 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=841 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=797 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=803 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=897 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=958 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=972 ms
64 bytes from 10.0.0.2: icmp_seq=114 ttl=64 time=936 ms
64 bytes from 10.0.0.2: icmp_seq=115 ttl=64 time=885 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=841 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=790 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=738 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=727 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=724 ms
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=730 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=727 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=724 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=728 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=724 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=729 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=726 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=723 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=736 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=733 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=736 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=733 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=730 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=743 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=740 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=737 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=750 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=731 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=745 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=742 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=739 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=736 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=733 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=746 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=743 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=746 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=743 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=740 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=753 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=750 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=747 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=760 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=758 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=755 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=752 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=750 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=763 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=760 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=757 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=753 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=757 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=755 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=768 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=765 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=762 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=760 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=757 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=754 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=752 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=749 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=762 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=759 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=756 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=754 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=751 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=756 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=770 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=767 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=764 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=760 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=758 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=771 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=784 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=765 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=778 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=776 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=773 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=770 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=767 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=764 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=777 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=780 ms
64 bytes from 10.0.0.2: icmp_seq=193 ttl=64 time=776 ms
64 bytes from 10.0.0.2: icmp_seq=194 ttl=64 time=774 ms
64 bytes from 10.0.0.2: icmp_seq=195 ttl=64 time=771 ms
