1492021404.165336,0
1492021404.267268,0
1492021404.368935,0
1492021404.470606,0
1492021404.572402,0
1492021404.674200,0
1492021404.775962,0
1492021404.877789,0
1492021404.979551,0
1492021405.082037,0
1492021405.194414,5
1492021405.296081,15
1492021405.397936,22
1492021405.499773,28
1492021405.601781,35
1492021405.703688,42
1492021405.805448,50
1492021405.907289,56
1492021406.009479,63
1492021406.111434,70
1492021406.212997,78
1492021406.314771,84
1492021406.416618,91
1492021406.518505,98
1492021406.620458,97
1492021406.722334,99
1492021406.824001,99
1492021406.927707,99
1492021407.029457,98
1492021407.131210,99
1492021407.233248,99
1492021407.335029,99
1492021407.437128,99
1492021407.539283,99
1492021407.641420,99
1492021407.743737,99
1492021407.845866,99
1492021407.948018,99
1492021408.050244,98
1492021408.152391,99
1492021408.254364,99
1492021408.356122,99
1492021408.457942,98
1492021408.559636,99
1492021408.661912,99
1492021408.763654,100
1492021408.865861,98
1492021408.967880,99
1492021409.069993,99
1492021409.172386,99
1492021409.274567,99
1492021409.376590,98
1492021409.478768,99
1492021409.580585,97
1492021409.682562,97
1492021409.784502,95
1492021409.886283,95
1492021409.988251,93
1492021410.090435,94
1492021410.193154,92
1492021410.295287,99
1492021410.397252,99
1492021410.499090,99
1492021410.601151,99
1492021410.703163,99
1492021410.804976,100
1492021410.907256,99
1492021411.009054,98
1492021411.111107,98
1492021411.212844,98
1492021411.314775,98
1492021411.416785,99
1492021411.518522,99
1492021411.620476,99
1492021411.722308,100
1492021411.823994,99
1492021411.926006,99
1492021412.029638,99
1492021412.131434,98
1492021412.233250,98
1492021412.335080,99
1492021412.436954,100
1492021412.538930,99
1492021412.641050,99
1492021412.743018,99
1492021412.844798,99
1492021412.946829,99
1492021413.048771,99
1492021413.150882,98
1492021413.252885,98
1492021413.354786,98
1492021413.456674,100
1492021413.558367,100
1492021413.660285,98
1492021413.762061,99
1492021413.863960,98
1492021413.965710,99
1492021414.068503,97
1492021414.170482,99
1492021414.272470,98
1492021414.374135,98
1492021414.476061,99
1492021414.578068,99
1492021414.679833,100
1492021414.781567,99
1492021414.883487,99
1492021414.985466,99
1492021415.087179,100
1492021415.189177,99
1492021415.290813,99
1492021415.392763,99
1492021415.494603,99
1492021415.596292,99
1492021415.698033,99
1492021415.799899,99
1492021415.901612,99
1492021416.003298,99
1492021416.104925,98
1492021416.206727,99
1492021416.308507,98
1492021416.410341,99
1492021416.512081,99
1492021416.613669,99
1492021416.715351,99
1492021416.817035,99
1492021416.918750,99
1492021417.020691,98
1492021417.123459,99
1492021417.225327,99
1492021417.327230,95
1492021417.429372,88
1492021417.531224,82
1492021417.633279,76
1492021417.735537,79
1492021417.837728,92
1492021417.939834,95
1492021418.041672,95
1492021418.143443,94
1492021418.245309,93
1492021418.346973,94
1492021418.448751,94
1492021418.550490,95
1492021418.652498,95
1492021418.754252,95
1492021418.856485,90
1492021418.958600,84
1492021419.060457,79
1492021419.162287,72
1492021419.264333,66
1492021419.366089,60
1492021419.467875,54
1492021419.569624,53
1492021419.671268,53
1492021419.773178,54
1492021419.875090,54
1492021419.977111,54
1492021420.079041,54
1492021420.180991,54
1492021420.283378,54
1492021420.385246,54
1492021420.487128,53
1492021420.588965,53
1492021420.690909,53
1492021420.792746,53
1492021420.894608,53
1492021420.999406,53
1492021421.101680,54
1492021421.204141,53
1492021421.306170,56
1492021421.408546,56
1492021421.510669,56
1492021421.612809,56
1492021421.714976,56
1492021421.817266,56
1492021421.919540,56
1492021422.021797,55
1492021422.124944,56
1492021422.227213,56
1492021422.329455,56
1492021422.431584,56
1492021422.533696,56
1492021422.635884,56
1492021422.738364,54
1492021422.840662,57
1492021422.942814,56
1492021423.044980,55
1492021423.147162,56
1492021423.249431,56
1492021423.351511,56
1492021423.453846,55
1492021423.556182,54
1492021423.658444,54
1492021423.760251,55
1492021423.862577,54
1492021423.964809,54
1492021424.066872,54
1492021424.168948,55
1492021424.271117,53
1492021424.373365,56
1492021424.475566,56
1492021424.577569,56
1492021424.679628,56
1492021424.781847,56
1492021424.883733,56
1492021424.985924,56
1492021425.087765,54
1492021425.189860,54
1492021425.292231,54
1492021425.394250,55
