1491777203.595036,9
1491777203.698078,9
1491777203.800683,12
1491777203.905544,25
1491777204.009201,34
1491777204.112052,39
1491777204.214779,45
1491777204.317292,52
1491777204.419790,58
1491777204.522068,64
1491777204.625084,71
1491777204.728487,77
1491777204.831092,84
1491777204.934073,90
1491777205.036639,96
1491777205.140154,100
1491777205.242975,100
1491777205.346417,100
1491777205.450944,100
1491777205.553796,100
1491777205.657584,100
1491777205.760483,100
1491777205.864227,100
1491777205.971062,100
1491777206.073733,100
1491777206.177939,100
1491777206.280601,100
1491777206.384334,100
1491777206.488148,100
1491777206.590919,100
1491777206.694365,100
1491777206.797883,100
1491777206.901704,100
1491777207.004335,100
1491777207.107469,100
1491777207.211194,100
1491777207.315232,100
1491777207.418689,100
1491777207.522250,100
1491777207.625922,100
1491777207.729117,100
1491777207.834703,100
1491777207.940575,100
1491777208.044161,100
1491777208.147575,100
1491777208.250381,100
1491777208.354752,100
1491777208.458203,100
1491777208.564775,100
1491777208.668321,100
1491777208.772917,100
1491777208.875804,100
1491777208.978889,100
1491777209.082684,100
1491777209.185396,100
1491777209.288527,100
1491777209.392292,100
1491777209.494992,100
1491777209.603121,100
1491777209.706165,100
1491777209.814044,100
1491777209.917342,100
1491777210.023307,100
1491777210.126628,100
1491777210.230344,100
1491777210.334809,100
1491777210.437418,100
1491777210.541018,100
1491777210.645935,100
1491777210.748619,100
1491777210.853890,100
1491777210.956987,100
1491777211.059721,100
1491777211.164198,100
1491777211.266785,98
1491777211.372664,85
1491777211.476133,72
1491777211.579559,59
1491777211.684465,70
1491777211.787407,82
1491777211.890020,95
1491777211.992750,100
1491777212.095538,92
1491777212.199451,81
1491777212.302653,79
1491777212.406107,79
1491777212.509065,79
1491777212.611935,79
1491777212.714730,79
1491777212.817331,79
1491777212.920031,84
1491777213.022840,84
1491777213.127043,84
1491777213.230984,84
1491777213.334045,84
1491777213.438317,84
1491777213.542092,84
1491777213.647243,84
1491777213.750276,83
1491777213.852987,83
1491777213.956241,80
1491777214.059268,74
1491777214.162122,68
1491777214.265746,62
1491777214.368213,56
1491777214.471868,52
1491777214.574888,45
1491777214.685351,39
1491777214.787873,32
1491777214.890603,26
1491777214.994535,19
1491777215.097126,12
1491777215.199984,6
1491777215.303278,0
1491777215.409233,0
1491777215.514305,0
1491777215.621498,0
1491777215.728527,0
1491777215.831335,0
1491777215.934114,0
1491777216.037650,0
1491777216.140397,0
1491777216.243236,0
1491777216.345901,0
1491777216.449500,0
1491777216.552224,0
1491777216.655493,0
1491777216.759069,0
1491777216.862604,0
1491777216.965439,0
1491777217.068379,0
1491777217.170887,0
1491777217.273621,0
1491777217.376349,0
1491777217.482931,0
1491777217.585509,0
1491777217.687930,0
1491777217.790900,0
1491777217.894924,0
1491777217.997615,0
1491777218.101992,0
1491777218.204862,0
1491777218.307927,0
1491777218.410841,0
1491777218.513595,0
1491777218.616530,0
1491777218.719241,0
1491777218.822520,0
1491777218.925018,0
1491777219.028170,0
1491777219.131335,0
1491777219.234055,0
1491777219.337331,0
1491777219.441057,0
1491777219.545466,0
1491777219.648201,0
1491777219.750767,0
1491777219.854510,0
1491777219.957263,0
1491777220.060022,0
1491777220.164460,0
1491777220.267010,0
1491777220.372581,0
1491777220.475286,0
1491777220.581622,0
1491777220.687395,0
1491777220.795181,0
1491777220.898408,0
1491777221.003021,0
1491777221.105692,0
1491777221.209239,0
1491777221.311953,0
1491777221.415476,0
1491777221.518761,0
1491777221.623130,0
1491777221.726070,0
1491777221.828596,0
1491777221.931280,0
1491777222.034080,0
1491777222.136741,0
1491777222.239933,0
1491777222.343015,0
1491777222.445717,0
1491777222.548457,0
1491777222.651305,0
1491777222.754265,0
1491777222.857499,0
1491777222.960911,0
1491777223.063903,0
1491777223.169907,0
1491777223.272558,0
1491777223.375513,0
1491777223.485239,0
1491777223.588158,0
1491777223.690986,0
1491777223.793533,0
1491777223.896173,0
1491777224.000113,0
1491777224.103224,0
1491777224.207284,0
1491777224.315016,0
1491777224.419523,0
1491777224.522394,0
1491777224.625430,0
1491777224.731863,0
1491777224.835098,0
1491777224.938095,0
1491777225.042695,0
1491777225.146424,0
1491777225.249177,0
